project,cve,cwe,hash
karelzak/util-linux,CVE-2017-2616,691,8960f3ae5f4d72be88ee76e50417785e836b35e8
karelzak/util-linux,CVE-2017-2616,691,ea8a10391b9cba4b472d843b7108c0b140a392ab
karelzak/util-linux,CVE-2017-2616,691,cf1a99dacc9b1b6a091e03906b60c47774a339f5
karelzak/util-linux,CVE-2014-9114,707,1c9885cde853a458b5abe5ce0804abc27caf4fd4
kkos/oniguruma,CVE-2019-13224,664,f5f3cb2d1c470c12eba180d216d057f14e28ab66
kkos/oniguruma,CVE-2019-13225,710,f000bbb7729bd250c6de006880c0cbbeaca6efb3
kkos/oniguruma,CVE-2019-13225,710,682cb2e3d824e27a68c778dac8b3455652c72197
kkos/oniguruma,CVE-2019-13225,710,e4e54cef43549dee54b00719a18d096815708b54
kkos/oniguruma,CVE-2017-9226,664,1ca27efa21d3a87993af1ee80bbad7500a51b2e7
kkos/oniguruma,CVE-2019-16163,691,6b33731e8c33ee91422a7fed8570cd4112a8c8c9
kkos/oniguruma,CVE-2019-16163,691,577ed49a154675a01e6ea180680e998f2afd0e01
kkos/oniguruma,CVE-2017-9225,664,d8366441d2994ddc277defb9f0821d0f41db5e78
kohler/gifsicle,CVE-2017-18120,"710,664",fac3499a7e6f84cbe59d6c9554bd7f38a3507c66
kohler/gifsicle,CVE-2017-18120,"710,664",36ae7a1af8a5e8f328aaa7f7188af8fee85b69f9
kohler/gifsicle,CVE-2017-18120,"710,664",8651b6e5442d45d7cc04418e0cb587b613c6eaae
kohler/t1utils,CVE-2015-3905,664,db70448e0a3feb1fea847876b7d0c6813ec0275d
kohler/t1utils,CVE-2015-3905,664,00576a8f61141223945ead65e1d388dc62c925c9
kohler/t1utils,CVE-2015-3905,664,4622410b5a8d775bed71f88bd7d768c69ad101b7
kohler/t1utils,CVE-2015-3905,664,820b8483066a74063b029617965509c34284c515
kohler/t1utils,CVE-2015-3905,664,b3908b7586fc916b09130b2331d0976db4b4e754
kohler/t1utils,CVE-2015-3905,664,122e21896ba71b8429b5f7cd91fd681f70a14f22
kohler/t1utils,CVE-2015-3905,664,ef9fea42c127719d7fa042c6e9d5424ae2a14645
kohler/t1utils,CVE-2015-3905,664,5f4f055cd1a210edcc55a647c764e015c3d1c764
kohler/t1utils,CVE-2015-3905,664,0c53087217931a45a8818fea5f7d5ec77044cb49
libexif/libexif,CVE-2018-20030,664,5d28011c40ec86cf52cffad541093d37c263898a
libexif/libexif,CVE-2018-20030,664,68670db0dbe501543141f9cc55e2448eb4a68b54
libexif/libexif,CVE-2018-20030,664,bb92fdddbd5c83cc07bab91a265d727caddeb84d
libexif/libexif,CVE-2020-13112,664,d0ec90fd1ae873e69901851a8dfd57f6cf372de2
libexif/libexif,CVE-2020-13112,664,6af9c519ee548fa9a0200054036eb29f468e3950
libexif/libexif,CVE-2020-13112,664,bdd5c7e0f871fa3b1d14a09ccc71c63501c675b7
libexif/libexif,CVE-2020-13112,664,127762101a416b369d96cc50b0c1c1c713abc34b
libexif/libexif,CVE-2020-13112,664,febae387dafed8eba014b83fd78a1e9e56ac062b
libexif/libexif,CVE-2020-13112,664,83f34a51b4f40ee29b350887f7e5f601220eb26f
libexif/libexif,CVE-2019-9278,682,8ce72b7f81e61ef69b7ad5bdfeff1516c90fa361
libexif/libexif,CVE-2019-9278,682,a4fce6ac8158bed6d0c480016311636382be4204
libexif/libexif,CVE-2019-9278,682,911820c35233f9368abf179de9f923555ad3233b
libgd/libgd,CVE-2016-6214,664,32b1307c62a5e8385118b6d7ce84743d125d335d
libgd/libgd,CVE-2016-6912,"710,664",2806adfdc27a94d333199345394d7c302952b95f
libgd/libgd,CVE-2016-6912,"710,664",9b8ae7e221aee4d7caf8f8adab4f5639d9f378e0
libgd/libgd,CVE-2016-6912,"710,664",5cd8336c267fba92a030d9a27a933b8f21a6e36b
libgd/libgd,CVE-2016-6912,"710,664",a79232c5fa692c3b6e3f5bc95ecfc455424c3f54
libgd/libgd,CVE-2016-10166,682,ff9113c80a32205d45205d3ea30965b25480e0fb
libgd/libgd,CVE-2016-10166,682,0dd40abd6d5b3e53a6b745dd4d6cf94b70010989
libgd/libgd,CVE-2016-6906,664,4f8e26f2a40ffaa3a5b77be6a49989a1a42e2b83
libimobiledevice/libplist,CVE-2017-6435,664,e0b6a20b79e1a438125c72a3335713af01619ea9
liblouis/liblouis,CVE-2018-17294,664,3f48112397253c0472af6e875734498865cdfb85
libreswan/libreswan,CVE-2016-5361,707,06153610adef409206289b2e29c044f69b115178
libreswan/libreswan,CVE-2016-5361,707,b9525ac92df3f1cbd231656a1f592a2a99fb0489
libreswan/libreswan,CVE-2013-7294,707,3d277cebda58d2a24bc4fa1591d2e0c59c457f37
libreswan/libreswan,CVE-2013-7294,707,c0365cbf7aabb03b07d4e5984ac0cf3ac28a97e2
libreswan/libreswan,CVE-2013-7294,707,3c7d4254aeae1dd72d35b99dac7babcbac6d9170
libreswan/libreswan,CVE-2013-7294,707,a0d62bfd63a359af8d56667d6f8fe72ffd0e4658
libreswan/libreswan,CVE-2013-7294,707,a27157f7c378d9169b5d070f9901898d5b406af3
libreswan/libreswan,CVE-2013-7294,707,fcd6d215f5b08ab4dbd7c4c4c05c5994cf34ee58
libreswan/libreswan,CVE-2013-7294,707,b3f9d852bba0d653c80db8315ee8c50f49f5046c
libreswan/libreswan,CVE-2020-1763,664,f556fdd2eae5889b60fc2a4ce338e2141a1d765b
lighttpd/lighttpd1.4,CVE-2019-11072,682,3eb7902e10ba75b3f2eb159e244d0d8e5037ccd2
lua/lua,CVE-2020-15888,664,7fe1a4cff3998bf019144924f39aec3f76a5cf32
lua/lua,CVE-2020-15888,664,17dbaa8639505c9ad1a9946591f5960123fbd741
lua/lua,CVE-2020-15888,664,7d526e75a7f45a2593e874d97c7fdfa0e45cc013
lua/lua,CVE-2020-15888,664,c1a63c45f8ec5932993c8cec40d3c5ec0743349c
lua/lua,CVE-2020-15888,664,b1379936cf35787d3ef3aab82d1607a3e1562eef
lua/lua,CVE-2020-15888,664,c5363a1b58573162ef13ba4a345bd48ad3c355d9
lua/lua,CVE-2020-15888,664,5bdee4f81057698cf7da2bb5da814984170abf8c
lua/lua,CVE-2020-24342,664,3cd9b56ae6002b4ef28d2467abd119606ae625d3
lua/lua,CVE-2020-24342,664,ba7da13ec5938f978c37d63aa40a3e340b301f79
lua/lua,CVE-2020-24371,664,2c32bff60987d38a60a58d4f0123f3783da60a63
lua/lua,CVE-2020-24371,664,ccae0f5aad11b448fa630a41b2c7c54e69d134d8
lua/lua,CVE-2020-24371,664,1afd5a152dc8b3a304236dc4e07bca38ea5eb53a
lua/lua,CVE-2020-24371,664,e4287da3a6b0b167da465fd449e5191b9ac9ef46
lua/lua,CVE-2020-24371,664,00114a95b2a1234954a46fca6221d1c6922713f8
lurcher/unixodbc,CVE-2018-7485,664,4f9f77fb4204659ec9b7be8745d9e05a539c80b9
lurcher/unixodbc,CVE-2018-7485,664,3ed836b3aaf6f1264667de143c889c71ade4b1eb
madler/pigz,CVE-2015-1191,664,b84796614a1791488d8c56436c897a5e812e11f8
madler/pigz,CVE-2015-1191,664,0eb30c37b703073697ca81ae403e3fab76339f45
madler/pigz,CVE-2015-1191,664,92d9d5452aa794a1bbe29d912a9d1e50806cc4c6
memcached/memcached,CVE-2019-15026,664,938154dfe060f7ab519f5fe88622b6ac1859faab
memcached/memcached,CVE-2018-1000115,664,46a2f17c7df192c0ca662f6c63a3b407df890c40
memcached/memcached,CVE-2018-1000115,664,b3723633adb86f45408de7ceaee25784cd39948f
memcached/memcached,CVE-2020-10931,664,8e59147cba140aa7d592b483806a2a8fadb562a2
memcached/memcached,CVE-2018-1000127,"691,664",e87ab394f383acd43076ee1127f1b403882263db
memcached/memcached,CVE-2019-11596,710,dc5f65d38a4c8f8b51e0dace323374ec76fcc647
memcached/memcached,CVE-2019-11596,710,d67cfbf9922f7f4be6ee7315b0877c796b182e7d
miniupnp/ngiflib,CVE-2019-16346,682,8a24558de4aeea44e3425aba94096009323b7810
miniupnp/ngiflib,CVE-2019-16346,682,9da97c303d2f413b9b58d49fb36fdde2ada92315
miniupnp/ngiflib,CVE-2019-16346,682,078118ececa7e4eaf75ea85001c66f7d5a6053c8
miniupnp/ngiflib,CVE-2018-10677,664,b7efad9e41020d60dae86503de9264c86974f740
mm2/little-cms,CVE-2018-16435,682,ceef4d3cf7c575a01dc0a84e08d6b91204522b99
mm2/little-cms,CVE-2018-16435,682,3cefc4ee12fe7144a65a205f6645c14ec5be68ce
mm2/little-cms,CVE-2016-10165,664,7f7f41003b20651193b04c743a7d1612d657d18a
neomutt/neomutt,CVE-2018-14356,664,226540c796c07c4cad6dc84066da4761eacfac0b
neomutt/neomutt,CVE-2018-14356,664,db3898898e0706b3c6d16cbc4e03e99305efd47c
neomutt/neomutt,CVE-2018-14357,707,d58a649a71e922009c670afc7ed563bd71f87479
neomutt/neomutt,CVE-2020-14954,707,81c0337d15de1697122061046a555bcd1b4293ba
neomutt/neomutt,CVE-2020-14954,707,4d515819041169f6ccd82923095a3704e8c46f72
neomutt/neomutt,CVE-2020-14954,707,5d7872ae372177bc9b2bcdc492651ff36b5e6885
neomutt/neomutt,CVE-2018-14355,664,c7cda5411e2e0383181506d7ef5d80474438ee6f
neomutt/neomutt,CVE-2018-14363,664,032db326ffd9cf88c838f2a07dc55417c808b20c
neomutt/neomutt,CVE-2018-14361,707,03f5fece58719f4d2c0e2c099f639581abceed4b
neomutt/neomutt,CVE-2018-14360,664,41b5f7640f7a5ac84b4893ad4cb09d4f96e42e06
neomutt/neomutt,CVE-2018-14359,664,26ee8370caadf6e7053c129d1ee933638b33f22a
netblue30/firejail,CVE-2017-5207,284,949070a1dd728e58ab04c8e02f08cef422ddf7d9
netblue30/firejail,CVE-2017-5207,284,9614b8ac4bf2661f6378abc7db18169fb867d6bb
netblue30/firejail,CVE-2019-12589,"664,284",a890af827b8179562e74447de6638a122ddebc62
netblue30/firejail,CVE-2019-12589,"664,284",1da9f74b4dbfe186f893a2f3712135eb00bbed09
netblue30/firejail,CVE-2019-12589,"664,284",1379851360349d6617ad32944a25ee5e2bb74fc2
nghttp2/nghttp2,CVE-2020-11080,707,d22ced77c03112040799e0009dda320a0fcd368a
nghttp2/nghttp2,CVE-2020-11080,707,c0ffed778805e982208259faa6c48e93e05b4744
nghttp2/nghttp2,CVE-2020-11080,707,f26270b5b462ffc535fad30da60d1d628375b4cf
nghttp2/nghttp2,CVE-2020-11080,707,45a9f0b637f4353f19341a301d1a272af3b24773
nghttp2/nghttp2,CVE-2020-11080,707,737ac01d91fc9e7e796e83c7175c6673a13c1eb4
nghttp2/nghttp2,CVE-2020-11080,707,d377fe0dc60519c0a3cc4bd2c5a981fa83626e98
nghttp2/nghttp2,CVE-2020-11080,707,dba2406aba593e747379c137afdd3aa892137408
npat-efault/picocom,CVE-2015-9059,707,622adaf3cf34cd577a55829728f09d0dc182d08c
npat-efault/picocom,CVE-2015-9059,707,08994c37ddd601d720638b28094a85d34751e88b
npat-efault/picocom,CVE-2015-9059,707,464e25056f19ce1c486e35ad969d8b5928915d4d
ntop/ndpi,CVE-2020-11940,664,e7c0ac37d87958c80115e7553ea39b26668ce360
ntop/ndpi,CVE-2020-15473,664,179b93d625f7f7f597329d2ffb322c19da5d7958
ntop/ndpi,CVE-2020-15473,664,b66606bc16f785ad20c8bf301d05373fabd2daf3
ntop/ndpi,CVE-2020-15473,664,2787c2390cdd7129c2dcf50b0d4990d3f7d1bccc
ntop/ndpi,CVE-2020-15473,664,562b90d93cdf20931c9a31686aad1ed8eea49013
ntop/ndpi,CVE-2020-15473,664,82f10ddc6a14dd51a240aa49642ab8ae5d1bd434
ntop/ndpi,CVE-2020-15473,664,60884f9047882863d27f7e8f5fb760897c599800
ntop/ndpi,CVE-2020-15471,664,e5e69d0f7ab382e3507660fe752027c09e32310e
ntop/ndpi,CVE-2020-11939,682,3bbb0cd3296023f6f922c71d21a1c374d2b0a435
ntop/ndpi,CVE-2020-15472,664,7300e88cdb9d22c33e276862e29b1990b394a0c5
ntop/ndpi,CVE-2020-15475,664,4d5ca2c473242c65a2bf87a1f0350ccb54fe231b
ntop/ndpi,CVE-2020-15474,664,4a09b4efa053a26e187119a540da4b41dd8a24d8
ntop/ndpi,CVE-2020-15474,664,fd646bd05ffee4f0da9eaf55ad9e581770ecb099
oetiker/rrdtool-1.x,CVE-2014-6262,664,795227f2ad228d09d8ffb0799c764bd4c966f75e
oetiker/rrdtool-1.x,CVE-2014-6262,664,37d3050caed517538efa1f6fc28fda48aee3d53e
oetiker/rrdtool-1.x,CVE-2014-6262,664,94078f20a96b1cc6bfa0d1a63c858305b618d44e
openssh/openssh-portable,CVE-2016-6515,707,bac2d8aa5e642a70045e713853b13d020b9c5d57
openssh/openssh-portable,CVE-2020-12062,707,4d28fa78abce2890e136281950633fae2066cc29
openssh/openssh-portable,CVE-2020-12062,707,225736c73acf19a3319104fe54cd9ce595924134
openssh/openssh-portable,CVE-2020-12062,707,caf6dd6d219e916e2784b3c884a7f2ce8784df37
openssh/openssh-portable,CVE-2020-12062,707,be484b5d9889ca636fecdf1f6b73ddfbe4cce3c9
paulusmack/ppp,CVE-2020-8597,664,d741a3b912f17d84dc8dc87474e0b989c775de50
pbatard/rufus,CVE-2017-13083,"693,664",36cadcfcca1e3a0bcfa5428e3e71eefe1cc618d4
pbatard/rufus,CVE-2017-13083,"693,664",7b3b96cd9eadf23d94048ff025ef097a85263db9
pbatard/rufus,CVE-2017-13083,"693,664",cd911ad73811302b5eae16c4b1ba1f0c196170fe
phaag/nfdump,CVE-2019-14459,682,ff0e855bd1f51bed9fc5d8559c64d3cfb475a5d8
postgres/postgres,CVE-2014-0063,664,09ff9dbe2b8074d2109489813c0354a6331369d6
postgres/postgres,CVE-2014-0063,664,5e37f16be0ec70489ce12e3cbc4f5c097f61ce17
postgres/postgres,CVE-2014-0063,664,2e6f97560a837f692a143d74c0255b4c92c1bbdb
projectatomic/bubblewrap,CVE-2017-5226,707,506fb1b1624358d57095b20408414ccef6fbc22c
projectatomic/bubblewrap,CVE-2019-12439,707,1e90a18a085e324b821a8bd0dc28a27082e43634
projectatomic/bubblewrap,CVE-2019-12439,707,b48c129368a269ebac5b28b007a3ea588a2e0db8
projectatomic/bubblewrap,CVE-2019-12439,707,5ec5ecd2d2887e014efe3939310500e384b15018
pupnp/pupnp,CVE-2020-13848,710,ef04e5578a8cde2919e8c32cd6b91cb0ae6afd2e
pupnp/pupnp,CVE-2020-13848,710,5ec36908644d48069966f327f6beba6d96f2e9e0
qemu/qemu,CVE-2015-5745,664,98b19252cf1bd97c54bc4613f3537c5ec0aae263
qemu/qemu,CVE-2013-4532,664,999e12bbe85c5dcf49bef13bce4f97399c7105f4
qemu/qemu,CVE-2013-4532,664,39bffca2030950ef6efe57c2fac8327a45ae1015
qemu/qemu,CVE-2013-4532,664,540f006a23085230c12c3cbcbd2bd774be0eb28e
qemu/qemu,CVE-2017-8284,"664,707",2c0262afa75d7d6cb68217f9a7587170ed3cd5b3
rdesktop/rdesktop,CVE-2018-8794,682,51014c91dfaef93c286d6cfe6862d7108138353b
rdesktop/rdesktop,CVE-2018-8794,682,5d1527d1b600dc664e5905d17ece06ccb2f6e982
rdesktop/rdesktop,CVE-2018-8794,682,b06a70bf51104d9c03dfbee2a2f5582d9d6d2267
rdesktop/rdesktop,CVE-2018-8794,682,70de4fa1f9b7cd74c8280aad0fee1db5616edd1c
rdesktop/rdesktop,CVE-2018-8794,682,a20dd377985dbd6521b849b08811496eb20b7b46
rdesktop/rdesktop,CVE-2018-8794,682,0f0bb5f28101c3e8afa80466ec1e896e3a0a8655
rdesktop/rdesktop,CVE-2018-8794,682,c50d176caf8063931dbb2cd84288e1d9125da892
rdesktop/rdesktop,CVE-2018-8794,682,4f8b0bc47a192d5940e758dd26bf5962e0e2c207
rdesktop/rdesktop,CVE-2018-8794,682,b5082af223a6b1ac305386ab0b97dfcb9cb768de
rdesktop/rdesktop,CVE-2018-8794,682,75717d8ab601c177c7a5ce589af049008ed81d73
rdesktop/rdesktop,CVE-2018-8794,682,e11a571f147396c5d054bd64a553a23d254bf7c6
rdesktop/rdesktop,CVE-2018-8794,682,34f82f3e18bb9f88b397323c5cc0488055b5d805
rsyslog/rsyslog,CVE-2011-1490,664,802f6d8a8f39e5ba578e0183e4500bef8e3a198c
sctplab/usrsctp,CVE-2019-20503,664,51d8b3495e37c603dfe5a17704a97ab9e228593a
sctplab/usrsctp,CVE-2019-20503,664,928bf9cc66892c809fcfb6c7985887a1f381aac4
sgminer-dev/sgminer,CVE-2014-4503,707,87ae66c7e6bf9f4991725cd134e8bbffad03e9b9
sleuthkit/sleuthkit,CVE-2019-1010065,682,e6883fb4ac62829f4895ddbe5c026dbc356511a8
sleuthkit/sleuthkit,CVE-2020-10232,664,371e4dc8d66ec85e7853eafed04afc391319caae
slicer69/doas,CVE-2019-15901,284,8bec4dcaa6afb6f6b480a720edbc896bcb9ac69d
slicer69/doas,CVE-2019-15901,284,4b32171218f7451088f3ad7dee96d8a15250986b
slicer69/doas,CVE-2019-15901,284,d55af6cdf4267e6e1cfb43b408d893b52c763c07
sqlite/sqlite,CVE-2019-19646,703,bf9d0996b91c158a1a0b2acda479da5380676509
sqlite/sqlite,CVE-2019-19646,703,eda079cd2c8ac1217574cd372c7bbcf6f651ccab
sqlite/sqlite,CVE-2019-19646,703,7caba669a67665e8b69923b44ef7630795820e4e
sqlite/sqlite,CVE-2019-19646,703,f7b0b0ad5fb083c194f0f69e75747dccf71427ed
sqlite/sqlite,CVE-2019-19646,703,31999c5cac3b01dc8a17a9148f8129d33109e240
sqlite/sqlite,CVE-2019-19646,703,cefc87fca5bbfd6bd8f918373de15efd9fe5b413
sqlite/sqlite,CVE-2019-19242,710,9576802dbae4501cbec42947ce01286376d2fc10
sqlite/sqlite,CVE-2019-19242,710,4e8e533bf7ee9afd7f6a4d8899b891bbdbf9ac53
sqlite/sqlite,CVE-2019-19242,710,bde3a4f680b7c99ae918aa0477e81541ebdafbe5
sqlite/sqlite,CVE-2019-19242,710,4485ac1a25e9919b5911a0db2ad7bed58be143d6
sqlite/sqlite,CVE-2019-19242,710,c7476735c9b9e377958ab404f0130f3f43a219dc
sqlite/sqlite,CVE-2019-19645,691,e6dc1e5b7016dcf90360c7688ccbc739293c0fcb
sqlite/sqlite,CVE-2019-19645,691,674b89426912a52dd1fcbe726fc94d0d70dab5ea
sqlite/sqlite,CVE-2019-19645,691,c9461ecc28c216f6aeb3b41ebb406da183603000
sqlite/sqlite,CVE-2019-19645,691,987db767d2adf3d6fcf8a3dff310cb59712b6be3
sqlite/sqlite,CVE-2019-19645,691,24b03fd055b993519961b0cffb2a79a4942fb3c7
sqlite/sqlite,CVE-2019-19645,691,4b59ab5e643009b42d6d3efb57c463c8d1123ad6
sqlite/sqlite,CVE-2019-19880,710,a2f142d079110237e8c0a02c701b3d387526fbfa
sqlite/sqlite,CVE-2019-19880,710,6e11892db8919592352b20228b9c9c36f31bf1a8
sqlite/sqlite,CVE-2019-19880,710,08f6de7f314ad6b15d34cc5f27c3e737fcd99268
sqlite/sqlite,CVE-2019-19880,710,dfa552f45be381ec1834573e6a94eccea728de2c
sqlite/sqlite,CVE-2019-19317,664,20cee7d0bb8f627c3952f24a5c4772f8fbb4d720
sqlite/sqlite,CVE-2019-19317,664,00e136135e380dfdf8ffe59503e0e0b518fd2cc5
sqlite/sqlite,CVE-2019-19924,703,c29af653e6a94ef2b4234030d2304dbc2c0cefcb
sqlite/sqlite,CVE-2019-19924,703,75e95e1fcd52d3ec8282edb75ac8cd0814095d54
sqlite/sqlite,CVE-2019-19924,703,8e8c88964c7fba0a0f784aa68178c1ef9c231022
sqlite/sqlite,CVE-2019-19924,703,898c527eafd8bf263a3c3626ff421804558132f9
sqlite/sqlite,CVE-2019-19924,703,62742fd2647ccd6a5cd2f899db70b6062f671c33
sqlite/sqlite,CVE-2019-19924,703,3557335658a74f08cadbe0ce6a5df951528dee9e
sqlite/sqlite,CVE-2019-19924,703,d4e70ebd6fc074a2fc9af5de6d9bec862cbf7473
sqlite/sqlite,CVE-2019-19923,710,29cdbadf8af1ea61e960c5fc7ce8a63efb009c1c
sqlite/sqlite,CVE-2019-19923,710,46133d98a62de28b112e8fa12bf4542412065fcd
sqlite/sqlite,CVE-2019-19926,710,396afe6f6aa90a31303c183e11b2b2d4b7956b35
sqlite/sqlite,CVE-2019-19926,710,03c3905f94be896702293266bee7cef9dcbae68e
sqlite/sqlite,CVE-2019-19926,710,c631ded5e886df1aad0a82806f4b66e740acce12
sqlite/sqlite,CVE-2019-19926,710,a9671a22b370710dfc89c0220cf02a1967ac869f
sqlite/sqlite,CVE-2019-19925,664,d681626a8b3b1070917f7c673a0dd55065ec2775
sqlite/sqlite,CVE-2019-19925,664,1dff328119f076a1e4d63631fd57baefdc597be1
sqlite/sqlite,CVE-2019-19925,664,128011a25846785a472f7c60c082693583f83df5
stephane/libmodbus,CVE-2019-14463,664,83c3410267d1383b36e0928d994fefdd634f1a1d
systemd/systemd,CVE-2020-1712,664,f4425c72c7395ec93ae00052916a66e2f60f200b
systemd/systemd,CVE-2020-1712,664,7f56982289275ce84e20f0554475864953e6aaab
systemd/systemd,CVE-2020-1712,664,95f82ae9d774f3508ce89dcbdd0714ef7385df59
systemd/systemd,CVE-2020-1712,664,269e4d2d6b75329ae39a71ebe2c14500e03cda95
systemd/systemd,CVE-2020-1712,664,637486261528e8aa3da9f26a4487dc254f4b7abb
systemd/systemd,CVE-2020-1712,664,1068447e6954dc6ce52f099ed174c442cb89ed54
tbeu/matio,CVE-2019-17533,664,1a1c3fbd5bc50704b12a4b5ca112056c81eac29d
tbeu/matio,CVE-2019-17533,664,07728a38d99ee0a3f5b7685dcb18033d76947560
the-tcpdump-group/tcpdump,CVE-2017-13013,664,f87c79a80d796fe2db913e7a6abd369f0a0d4154
the-tcpdump-group/tcpdump,CVE-2017-13013,664,1cde6435df23876fb88998e38739def0dc7dca47
the-tcpdump-group/tcpdump,CVE-2017-13008,664,99798bd9a41bd3d03fdc1e949810a38967f20ed3
the-tcpdump-group/tcpdump,CVE-2017-13008,664,26498833b72fe86ef84f4bdef62fbc18af5bcd52
the-tcpdump-group/tcpdump,CVE-2017-12997,691,ed85e20e4d6a27d5405f37366dd34b64c10a9211
the-tcpdump-group/tcpdump,CVE-2017-12997,691,fc6f112b40b9da56286ebc125f109e2889f5ebdb
the-tcpdump-group/tcpdump,CVE-2017-13001,664,3c03d589c955742b2e9c1173ccffd1b262aba8a1
the-tcpdump-group/tcpdump,CVE-2017-13001,664,86795f2b9239017927bb0689d611c40a669e12f2
the-tcpdump-group/tcpdump,CVE-2017-12990,691,69cb46af9119e8b5554bcc4bf1bf36f39cb82131
the-tcpdump-group/tcpdump,CVE-2017-12990,691,c9d84d15c5c4dc8eca7594101fe5026080ed641e
the-tcpdump-group/tcpdump,CVE-2017-12898,664,5d6a1edd068e89b14f7525f11f992c46e16cfc2f
the-tcpdump-group/tcpdump,CVE-2017-13030,664,d07e352f5a8a9cbf7e8f3ed49a316ed906353fd8
the-tcpdump-group/tcpdump,CVE-2017-13030,664,f0f2e6d058c90f758bc13c119d738317b2452911
the-tcpdump-group/tcpdump,CVE-2017-13030,664,59690cf6b7ffce3cc86936cbe658909c6ec3a687
the-tcpdump-group/tcpdump,CVE-2017-13030,664,f7297f584bd5c14a0dae0aca2d18149fbf077a82
the-tcpdump-group/tcpdump,CVE-2017-13030,664,6e8c0f9cc8df2dcae5e5695ac843fd4198f6a763
the-tcpdump-group/tcpdump,CVE-2017-13030,664,46f2e906622856f962f34fd5e3b08b113fd07fa5
the-tcpdump-group/tcpdump,CVE-2017-13030,664,814765d31c7cf9bf8753cdb2c908f516608c72ee
the-tcpdump-group/tcpdump,CVE-2017-13030,664,7ac4698a8b45d0e7a6131598f9757cd90405fc28
the-tcpdump-group/tcpdump,CVE-2017-13030,664,f555c163f90c9de17ebcef8313f86404c5174ca9
the-tcpdump-group/tcpdump,CVE-2017-13009,664,17934c433e64063bfb3e1a1b7ca8e5cff95f8710
the-tcpdump-group/tcpdump,CVE-2017-13032,664,d9037be6958db7a670d4baed6840bab42d844785
the-tcpdump-group/tcpdump,CVE-2017-13032,664,bed843855d69cfc7c6bef96b4e6d43301bc7c290
the-tcpdump-group/tcpdump,CVE-2017-13032,664,90a3f90f3ee256c0489fee5595b8622f83bad124
the-tcpdump-group/tcpdump,CVE-2017-13012,664,d57e945e5eb1a24ed43670f9cca6d51cf6d6fd99
the-tcpdump-group/tcpdump,CVE-2017-13046,664,9eb56b6235d66550fb3cb282344cac82e9efcb1b
the-tcpdump-group/tcpdump,CVE-2017-13004,664,b9814d84698eb3df0850ee7e40bed32882721313
the-tcpdump-group/tcpdump,CVE-2017-12998,664,2210a967cb4e8cfca405543d5d98f3734690bd71
the-tcpdump-group/tcpdump,CVE-2017-12991,664,0938876cd1e52060a99ffa20a8c455a28385c727
the-tcpdump-group/tcpdump,CVE-2017-13033,664,dee95f4fb45cf98b2d15d43fc90391c6ca3b7f3a
the-tcpdump-group/tcpdump,CVE-2017-13033,664,90692fcf9745a67fff68350b88acd56e4ddcb23b
the-tcpdump-group/tcpdump,CVE-2017-13725,664,c4521bbf470420aa57fa5f252bcf3576318ace87
the-tcpdump-group/tcpdump,CVE-2017-13010,664,c672f002763b3a4fc30ca229e57f50d3b2e6d766
the-tcpdump-group/tcpdump,CVE-2017-12992,664,d29f3dab95d8b28a62848fcb043b8ba40348bc3d
the-tcpdump-group/tcpdump,CVE-2017-12989,691,d3a64d8365a0e6cae598f75defc75076c095612e
the-tcpdump-group/tcpdump,CVE-2017-12995,691,46de5c986cf345056c6685618db1cf1f0198f596
the-tcpdump-group/tcpdump,CVE-2017-12995,691,041e99f6c0de5e2898c32ab4649d4d7d55af9e35
the-tcpdump-group/tcpdump,CVE-2017-12995,691,9489d3564732e279398e98500ab77d9cd3ab7f18
the-tcpdump-group/tcpdump,CVE-2017-13039,664,fd5407bf11e142396d075d505aa20501907cbea8
the-tcpdump-group/tcpdump,CVE-2017-13019,664,11f73ad248fa22461ca040baa8dc94b864509efa
the-tcpdump-group/tcpdump,CVE-2017-13037,664,b6303af682e72841f79ac6847f93b0cb0a49c549
the-tcpdump-group/tcpdump,CVE-2017-13037,664,d186680e9e798defc7f7fa36c56d00dfb6c4cd5b
the-tcpdump-group/tcpdump,CVE-2017-12895,664,6f1c171a6aac53ad3db8f6f8b74a98a6a76580a1
the-tcpdump-group/tcpdump,CVE-2017-12895,664,94a4b4608009a96bf791ff24b2d019f40a120085
the-tcpdump-group/tcpdump,CVE-2017-13044,664,75b7aeef9cc990ab705759884a725c1cad9924d0
the-tcpdump-group/tcpdump,CVE-2017-13055,664,8db57a4b904cf3f7eeb6e4ad66dae6dd8c9cd115
the-tcpdump-group/tcpdump,CVE-2017-12902,664,f9b3c51da6c9454af79601666b5afe705901c126
the-tcpdump-group/tcpdump,CVE-2017-12902,664,38082cac3604a182183c46c19c17d7e5504685a2
the-tcpdump-group/tcpdump,CVE-2017-13015,664,64e53f90cad4d7c7126ea709e215c140624b1dac
the-tcpdump-group/tcpdump,CVE-2017-13052,664,b4e5a87bc438bd5b4ef9dbb61897fb7227261bde
the-tcpdump-group/tcpdump,CVE-2017-13052,664,60a835d80f4b6c12dbe2d38fe4ca2de16f3302dc
the-tcpdump-group/tcpdump,CVE-2017-13000,664,9be4e0b5938b705e7e36cfcb110a740c6ff0cb97
the-tcpdump-group/tcpdump,CVE-2017-13000,664,7ea344d76a21255867275a199d1ddb1e5b358f77
the-tcpdump-group/tcpdump,CVE-2017-13000,664,e847135d66e822a96198a8d15771cf3a827b1ee9
